Exchange,Symbol,Segment,SecurityType,PrimaryExch,LotSize,Restriction,OutstandingShares,ADV,MaxShares,MaxGrossShares,OddLot,MaxLots,MktPriceTick,MktPriceTolerance,PriceRangePct,BidPriceRangePct,AskPriceRangePct,RIC,QUIK,ISIN,BSYM,CUSIP,SEDOL,Currency,ClosePrice,BasePrice,PriceMult,ContractMult,Last,Bid,Ask,MinPrice,MaxPrice,MovingAvgPx,SettlePx,IAP,TrdStatus,MktCode,Tick,TickSize,Flags,Attributes,MovingAvgWindow,MovingAvgFreq,Partition,TickGroup,DerType,Underlying,OptionType,ExerciseStyle,StrikePrice,MaturityYearMonth,MaturityDay,ShortOptionMin,ContractValueFactor,Delta,MaxIntraGrossShares,MaxFutIntraGrossShares,ExposureMarginPct,FutureExtremeLossMarginPct,OptionExtremeLossMarginPct,SpreadExtremeLossMarginPct,RiskArray0,RiskArray1,RiskArray2,RiskArray3,RiskArray4,RiskArray5,RiskArray6,RiskArray7,RiskArray8,RiskArray9,RiskArray10,RiskArray11,RiskArray12,RiskArray13,RiskArray14,RiskArray15,ExecExchange,TrackedPrice,SharedAvail,SharedUsed
"T","3842","","CS","T",100,,,65450,,,Y,197,Y,Y,,,,"3842.T","","JP3758150001","3842 JT","9JE027GI2","B1RKHZ3","",,1553,,,,,,901,1501,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6292","","CS","T",100,,,5929,,,Y,721,Y,Y,,,,"6292.T","","JP3225900004","6292 JT","486990401","6484891","",,458,,,,,,400,600,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3183","","CS","T",100,,,19600,,,Y,1525,Y,Y,,,,"3183.T","","JP3154390003","3183 JT","9JE0AEUD3","B8YSLW4","",,1547,,,1547,,,1107,1907,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4540","","CS","T",100,,,519321,,,Y,7077,Y,Y,,,,"4540.T","","JP3535800001","4540 JT","898990221","6906919","",,2725,,,,,,1979,2979,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7262","","CS","T",100,,,816279,,,Y,27063,Y,Y,,,,"7262.T","","JP3496600002","7262 JT","233990605","6250304","",,1478,,,,,,1161,1761,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1787","","CS","T",1000,,,2000,,,Y,52,Y,Y,,,,"1787.T","","JP3644600003","1787 JT","J47625108","6621568","",,1085,,,,,,783,1383,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5966","","CS","T",1000,,,3143,,,Y,123,Y,Y,,,,"5966.T","","JP3250400003","5966 JT","501990790","6499271","",,340,,,,,,266,426,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2354","","CS","T",100,,,76321,,,Y,1800,Y,Y,,,,"2354.T","","JP3931800001","2354 JT","9JE009MX0","6585675","",,221,,,,,,132,292,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3458","","CS","T",100,,,15964,,,Y,585,Y,Y,,,,"3458.T","","JP3346080009","3458 JT","9JE0R4XW2","BWTV870","",,2740,,,,,,2184,3185,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6210","","CS","T",100,,,45357,,,Y,2070,Y,Y,,,,"6210.T","","JP3609000009","6210 JT","892990169","6899848","",,390,,,,,,325,485,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3944","","CS","T",1000,,,2429,,,Y,177,Y,Y,,,,"3944.T","","JP3828800007","3944 JT","359999182","6357506","",,155,,,,,,100,200,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5659","","CS","T",1000,,,17000,,,Y,324,Y,Y,,,,"5659.T","","JP3721800005","5659 JT","655991339","6642547","",,465,,,,,,372,532,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6844","","CS","T",1000,,,367500,,,Y,1033,Y,Y,,,,"6844.T","","JP3377800002","6844 JT","824990147","6804541","",,402,,,,,,303,463,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7433","","CS","T",100,,,11564,,,Y,2413,Y,Y,,,,"7433.T","","JP3766400000","7433 JT","405990292","6417251","",,917,,,,,,778,1078,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3000","","CS","T",100,,,100,,,Y,0,Y,Y,,,,"3000.T","","","","9JE0R4XS1","","",,6350,,,6350,8500,8500,5500,8500,,,,,,"D",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2768","","CS","T",100,,,9378386,,,Y,125150,Y,Y,,,,"2768.T","","JP3663900003","2768 JT","9JE009Q81","6594143","",,242,,,,,,158,318,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4461","","CS","T",1000,,,121429,,,Y,534,Y,Y,,,,"4461.T","","JP3475000000","4461 JT","233990530","6250683","",,349,,,,,,263,423,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4544","","CS","T",100,,,190564,,,Y,5724,Y,Y,,,,"4544.T","","JP3822000000","4544 JT","359990405","6356611","",,4635,,,,,,3825,5230,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8174","","CS","T",100,,,109379,,,Y,4856,Y,Y,,,,"8174.T","","JP3695600001","8174 JT","654990274","6640068","",,2406,,,,,,1987,2987,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1635","","CS","T",1,,,9,,,Y,190,Y,Y,,,,"1635.T","","JP3046820001","1635 JT","9JE0415F1","B3BBDC5","",,10170,,,,,,8240,14240,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1675","","CS","T",1,,,1,,,Y,10000,Y,Y,,,,"1675.T","","","1675 JT","9JE062P73","B670Y24","",,5420,,,,,,4770,6770,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2698","","CS","T",100,,,15343,,,Y,1677,Y,Y,,,,"2698.T","","JP3244550004","2698 JT","9JE008YU5","6354314","",,1598,,,,,,1195,1995,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6482","","CS","T",100,,,43507,,,Y,1781,Y,Y,,,,"6482.T","","JP3944500002","6482 JT","9889902N6","6983893","",,1716,,,,,,1383,2183,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2764","","CS","T",100,,,44986,,,Y,4860,Y,Y,,,,"2764.T","","JP3796000002","2764 JT","9JE009O26","6589707","",,731,,,,,,586,886,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9739","","CS","T",100,,,58321,,,Y,1490,Y,Y,,,,"9739.T","","JP3712500002","9739 JT","6549927A8","6648761","",,1144,,,,,,783,1383,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6778","","CS","T",100,,,436350,,,Y,956,Y,Y,,,,"6778.T","","JP3126140007","6778 JT","9JE008ZJ9","6369244","",,816,,,816,,,651,951,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7777","","CS","T",100,,,127043,,,Y,2152,Y,Y,,,,"7777.T","","JP3410730000","7777 JT","9JE06CSX1","B6TKL09","",,1039,,,,,,762,1362,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5381","","CS","T",100,,,64064,,,Y,1069,Y,Y,,,,"5381.T","","JP3751300009","5381 JT","9JE008TL1","6321846","",,304,,,,,,201,361,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4673","","CS","T",1000,,,3000,,,Y,52,Y,Y,,,,"4673.T","","JP3224900005","4673 JT","9JE008KW6","6016915","",,427,,,,,,365,525,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8113","","CS","T",100,,,2893936,,,Y,18863,Y,Y,,,,"8113.T","","JP3951600000","8113 JT","904990124","6911485","",,2120.5,,,,,,1734,2734,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1619","","CS","T",1,,,95,,,Y,800,Y,Y,,,,"1619.T","","JP3046580001","1619 JT","9JE03P486","B2QGRV5","",,19450,,,,,,15070,25070,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1595","","CS","T",10,,,3179,,,Y,30627,Y,Y,,,,"1595.T","","JP3047700004","1595 JT","9JE0EBEV3","BJVD4H5","",,1889,,,,,,1522,2322,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4586","","CS","T",100,,,790157,,,Y,828,Y,Y,,,,"4586.T","","JP3921220004","4586 JT","9JE0DRU74","B73FJZ8","",,1341,,,1611,,,1011,1611,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4956","","CS","T",100,,,45779,,,Y,4070,Y,Y,,,,"4956.T","","JP3300800004","4956 JT","J36082105","6485861","",,1364,,,,,,1130,1730,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5930","","CS","T",100,,,86479,,,Y,7219,Y,Y,,,,"5930.T","","JP3831600006","5930 JT","120990114","6152466","",,861,,,,,,694,994,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2160","","CS","T",1000,,,754071,,,Y,1137,Y,Y,,,,"2160.T","","JP3386370005","2160 JT","9JE02PW60","B23QC91","",,270,,,,,,184,344,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7593","","CS","T",100,,,138671,,,Y,11938,Y,Y,,,,"7593.T","","JP3854700006","7593 JT","4389905N9","6127334","",,511,,,,,,407,607,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5998","","CS","T",100,,,5536,,,Y,415,Y,Y,,,,"5998.T","","JP3213400009","5998 JT","486990138","6484266","",,1266,,,,,,902,1502,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4220","","CS","T",100,,,47579,,,Y,6611,Y,Y,,,,"4220.T","","JP3973000007","4220 JT","766990147","6739900","",,425,,,,,,360,520,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9728","","CS","T",100,,,30279,,,Y,4118,Y,Y,,,,"9728.T","","JP3695000004","9728 JT","654993203","6639549","",,1535,,,,,,1194,1794,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3070","","CS","T",100,,,530,,,Y,192,Y,Y,,,,"3070.T","","JP3122670007","3070 JT","9JE024WQ3","B1LFZQ1","",,611,,,,,,505,705,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7919","","CS","T",100,,,12693,,,Y,2146,Y,Y,,,,"7919.T","","JP3760600001","7919 JT","670990126","6650454","",,127,,,,,,77,177,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7911","","CS","T",1000,,,2032571,,,Y,4098,Y,Y,,,,"7911.T","","JP3629000005","7911 JT","9FI55PSU2","6897024","",,976,,,,,,836,1136,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4665","","CS","T",100,,,190650,,,Y,5749,Y,Y,,,,"4665.T","","JP3505900005","4665 JT","9JE020VP4","B1GVJ73","",,1846,,,,,,1495,2295,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1610","","CS","T",10,,,25,,,Y,1022,Y,Y,,,,"1610.T","","JP3040110003","1610 JT","9JE009AO3","6518778","",,1668,,,,,,1266,2066,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5965","","CS","T",100,,,331,,,Y,713,Y,Y,,,,"5965.T","","JP3820850000","5965 JT","9JE008GB7","6355674","",,728,,,,,,580,880,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9984","","CS","T",100,,,5254529,,,Y,6644,Y,Y,,,,"9984.T","","JP3436100006","9984 JT","9EQ0HMNO0","6770620","",,6980,,,6980,6838,,4980,6980,,,,,,"U",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5288","","CS","T",100,,,79036,,,Y,3453,Y,Y,,,,"5288.T","","JP3389640008","5288 JT","9JE00W6H2","B06D3N6","",,386,,,,,,320,480,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3539","","CS","T",100,,,160807,,,Y,2668,Y,Y,,,,"3539.T","","JP3389690003","3539 JT","9JE1069C5","BYM6DQ0","",,1376,,,,,,931,1531,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1324","","CS","T",100,,,77193,,,Y,2785,Y,Y,,,,"1324.T","","JP3046790006","1324 JT","9JE0462S5","B3BBF74","",,94,,,,,,69,129,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2418","","CS","T",100,,,17457,,,Y,4896,Y,Y,,,,"2418.T","","JP3835670005","2418 JT","9JE00OF56","B030Y37","",,739,,,,,,583,883,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6794","","CS","T",100,,,231871,,,Y,2693,Y,Y,,,,"6794.T","","JP3802800007","6794 JT","350990123","6349008","",,1916,,,,,,1546,2346,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3116","","CS","T",100,,,623371,,,Y,17825,Y,Y,,,,"3116.T","","JP3635400009","3116 JT","892990672","6900591","",,2244,,,,,,1663,2663,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4275","","CS","T",100,,,15286,,,Y,2405,Y,Y,,,,"4275.T","","JP3205320009","4275 JT","9JE0F6GE9","BDD24X4","",,478,,,,,,392,552,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2164","","CS","T",100,,,1060,,,Y,184,Y,Y,,,,"2164.T","","JP3507500001","2164 JT","9JE030V73","B282M72","",,558,,,,,,439,639,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4761","","CS","T",100,,,2893,,,Y,1120,Y,Y,,,,"4761.T","","JP3317500001","4761 JT","9JE0089S8","6257822","",,619,,,,,,520,720,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9072","","CS","T",100,,,86021,,,Y,6824,Y,Y,,,,"9072.T","","JP3709600005","9072 JT","654990332","6642202","",,2184,,,,,,1741,2741,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9854","","CS","T",100,,,16614,,,Y,2107,Y,Y,,,,"9854.T","","JP3101000002","9854 JT","008990665","6010467","",,208,,,,,,132,292,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3909","","CS","T",100,,,64021,,,Y,333,Y,Y,,,,"3909.T","","JP3360120004","3909 JT","9JE0DAMI6","BVGF3K6","",,2109,,,,,,1535,2535,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9022","","CS","T",100,,,373621,,,Y,2108,Y,Y,,,,"9022.T","","JP3566800003","9022 JT","9FI2002C7","6183552","",,18970,,,,,,15335,23335,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7972","","CS","T",100,,,90007,,,Y,5214,Y,Y,,,,"7972.T","","JP3142700008","7972 JT","465990182","6468000","",,628,,,,,,526,726,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4978","","CS","T",100,,,604436,,,Y,5736,Y,Y,,,,"4978.T","","JP3974770004","4978 JT","9JE0901E5","BB7MQS5","",,437,,,,,,359,519,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3022","","CS","T",100,,,14464,,,Y,255,Y,Y,,,,"3022.T","","JP3935900005","3022 JT","9JE01FZI4","B0XCQY8","",,1731,,,,,,1493,2293,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1389","","CS","T",1,,,3,,,Y,10000,Y,Y,,,,"1389.T","","JP5442090006","1389 JT","9JE06F790","BW9P6G7","",,9250,,,,,,8050,11050,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1766","","CS","T",100,,,15207,,,Y,1347,Y,Y,,,,"1766.T","","JP3590900001","1766 JT","J8612T109","6898447","",,8490,,,,,,7290,10290,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7817","","CS","T",100,,,65279,,,Y,3087,Y,Y,,,,"7817.T","","JP3781620004","7817 JT","9JE06U466","B5W8JJ8","",,4530,,,,,,3935,5340,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1435","","CS","T",100,,,203593,,,Y,764,Y,Y,,,,"1435.T","","JP3153950005","1435 JT","9JE0FYS47","BYZQYR5","",,10140,,,,,,9240,15240,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4351","","CS","T",100,,,3957,,,Y,426,Y,Y,,,,"4351.T","","JP3938900002","4351 JT","9JE0099R8","6510473","",,492,,,,,,418,578,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7840","","CS","T",100,,,34557,,,Y,4489,Y,Y,,,,"7840.T","","JP3826500005","7840 JT","9JE00ASV5","6744056","",,988,,,,,,821,1121,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9753","","CS","T",1000,,,7154,,,Y,118,Y,Y,,,,"9753.T","","JP3100720006","9753 JT","471990531","6470618","",,292,,,,,,218,378,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9310","","CS","T",1000,,,25714,,,Y,671,Y,Y,,,,"9310.T","","JP3739600009","9310 JT","986990331","6986386","",,340,,,,,,254,414,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6773","","CS","T",100,,,8932629,,,Y,37222,Y,Y,,,,"6773.T","","JP3780200006","6773 JT","723657102","6688745","",,222,,,,,,165,325,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8917","","CS","T",100,,,8221,,,Y,1690,Y,Y,,,,"8917.T","","JP3802230007","8917 JT","9JE00A4E9","6680989","",,1316,,,,,,987,1587,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6985","","CS","T",100,,,52514,,,Y,2838,Y,Y,,,,"6985.T","","JP3944400005","6985 JT","988990123","6988627","",,687,,,,,,595,795,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3232","","CS","T",100,,,546614,,,Y,10730,Y,Y,,,,"3232.T","","JP3332510001","3232 JT","9JE01WM83","B1DRQC8","",,412,,,,,,374,534,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2307","","CS","T",100,,,9336,,,Y,921,Y,Y,,,,"2307.T","","JP3272600002","2307 JT","9JE009DE2","6529167","",,467,,,,,,389,549,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1905","","CS","T",100,,,27936,,,Y,769,Y,Y,,,,"1905.T","","JP3545800009","1905 JT","9PG400019","6884219","",,735,,,,,,583,783,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3058","","CS","T",100,,,1707,,,Y,600,Y,Y,,,,"3058.T","","JP3342100009","3058 JT","9JE01YLM9","B1FQWL4","",,1001,,,,,,837,1137,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2754","","CS","T",100,,,910,,,Y,484,Y,Y,,,,"2754.T","","JP3854630005","2754 JT","9JE009HY4","6568502","",,308,,,,,,220,380,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3858","","CS","T",100,,,52786,,,Y,1038,Y,Y,,,,"3858.T","","JP3952840001","3858 JT","9JE031JF7","B28DBF6","",,873,,,,,,709,1009,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4224","","CS","T",1000,,,183286,,,Y,482,Y,Y,,,,"4224.T","","JP3985200009","4224 JT","543990188","6524054","",,172,,,,,,106,206,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1945","","CS","T",1000,,,100500,,,Y,372,Y,Y,,,,"1945.T","","JP3585400009","1945 JT","889990214","6896043","",,1084,,,,,,764,1364,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6503","","CS","T",1000,,,6365643,,,Y,3085,Y,Y,,,,"6503.T","","JP3902400005","6503 JT","606776102","6597045","",,1310,,,1299,1275.5,,980,1580,,,,,,"D",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3443","","CS","T",100,,,10443,,,Y,578,Y,Y,,,,"3443.T","","JP3226300006","3443 JT","9JE05BPG4","B3V2W32","",,3530,,,,,,2950,4350,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4290","","CS","T",100,,,208086,,,Y,3145,Y,Y,,,,"4290.T","","JP3833620002","4290 JT","9JE009006","6373632","",,1479,,,,,,1051,1651,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7649","","CS","T",100,,,182414,,,Y,6333,Y,Y,,,,"7649.T","","JP3397060009","7649 JT","9JE0089R0","6259011","",,5890,,,,,,4440,6440,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9757","","CS","T",100,,,83000,,,Y,3600,Y,Y,,,,"9757.T","","JP3825800000","9757 JT","360990154","6357368","",,1588,,,,,,1180,1980,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7427","","CS","T",100,,,4636,,,Y,603,Y,Y,,,,"7427.T","","JP3161170000","7427 JT","293200002","6308689","",,582,,,,,,471,671,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3632","","CS","T",100,,,887443,,,Y,24105,Y,Y,,,,"3632.T","","JP3274070006","3632 JT","9JE04ZJZ7","B3FJNX6","",,633,,,,,,518,718,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7886","","CS","T",1000,,,47857,,,Y,101,Y,Y,,,,"7886.T","","JP3939800003","7886 JT","9JE008IL3","6987572","",,126,,,,,,67,167,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3131","","CS","T",100,,,4554,,,Y,184,Y,Y,,,,"3131.T","","JP3377850007","3131 JT","9JE0OSZY6","BWB6M48","",,1346,,,,,,1105,1705,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2144","","CS","T",100,,,3243,,,Y,1133,Y,Y,,,,"2144.T","","JP3942200001","2144 JT","9JE028IQ0","B1RKHY2","",,238,,,,,,159,319,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7305","","CS","T",1000,,,77214,,,Y,604,Y,Y,,,,"7305.T","","JP3125600001","7305 JT","001990233","6047506","",,141,,,,,,61,121,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6619","","CS","T",100,,,403757,,,Y,1421,Y,Y,,,,"6619.T","","JP3505970008","6619 JT","9JE09ZX94","B5W49C9","",,6160,,,,,,5530,7530,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8051","","CS","T",100,,,114793,,,Y,9384,Y,Y,,,,"8051.T","","JP3936800006","8051 JT","984990168","6985587","",,867,,,,,,730,1030,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1599","","CS","T",1,,,908,,,Y,65180,Y,Y,,,,"1599.T","","JP3047740000","1599 JT","9JE07WZX8","BKRC053","",,12220,,,,,,9630,15630,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8908","","CS","T",100,,,8686,,,Y,900,Y,Y,,,,"8908.T","","JP3860280001","8908 JT","9JE009G17","6548214","",,1057,,,,,,819,1419,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
