Exchange,Symbol,Segment,SecurityType,PrimaryExch,LotSize,Restriction,OutstandingShares,ADV,MaxShares,MaxGrossShares,OddLot,MaxLots,MktPriceTick,MktPriceTolerance,PriceRangePct,BidPriceRangePct,AskPriceRangePct,RIC,QUIK,ISIN,BSYM,CUSIP,SEDOL,Currency,ClosePrice,BasePrice,PriceMult,ContractMult,Last,Bid,Ask,MinPrice,MaxPrice,MovingAvgPx,SettlePx,IAP,TrdStatus,MktCode,Tick,TickSize,Flags,Attributes,MovingAvgWindow,MovingAvgFreq,Partition,TickGroup,DerType,Underlying,OptionType,ExerciseStyle,StrikePrice,MaturityYearMonth,MaturityDay,ShortOptionMin,ContractValueFactor,Delta,MaxIntraGrossShares,MaxFutIntraGrossShares,ExposureMarginPct,FutureExtremeLossMarginPct,OptionExtremeLossMarginPct,SpreadExtremeLossMarginPct,RiskArray0,RiskArray1,RiskArray2,RiskArray3,RiskArray4,RiskArray5,RiskArray6,RiskArray7,RiskArray8,RiskArray9,RiskArray10,RiskArray11,RiskArray12,RiskArray13,RiskArray14,RiskArray15,ExecExchange,TrackedPrice,SharedAvail,SharedUsed
"T","2325","","CS","T",100,,,6014,,,Y,1004,Y,Y,,,,"2325.T","","JP3718600004","2325 JT","9JE009ES0","6543468","",,1187,,,,,,894,1494,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3328","","CS","T",100,,,30657,,,Y,1226,Y,Y,,,,"3328.T","","JP3758110005","3328 JT","9JE00GF53","B01G5V2","",,1968,,,,,,1547,2347,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7175","","CS","T",100,,,590,,,Y,266,Y,Y,,,,"7175.T","","JP3149120002","7175 JT","9JE0G2533","BSZM2K0","",,983,,,,,,840,1140,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7713","","CS","T",100,,,7243,,,Y,781,Y,Y,,,,"7713.T","","JP3349000004","7713 JT","9EQ05T427","6840954","",,926,,,,,,804,1104,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3926","","CS","T",100,,,102557,,,Y,521,Y,Y,,,,"3926.T","","JP3173560008","3926 JT","9JE06DVU1","BYM5YY2","",,6440,,,,,,5710,7710,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1718","","CS","T",1000,,,11643,,,Y,115,Y,Y,,,,"1718.T","","JP3882700002","1718 JT","9JE00A821","6697031","",,360,,,,,,268,428,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3184","","CS","T",100,,,842,,,Y,210,Y,Y,,,,"3184.T","","JP3101920001","3184 JT","9JE0901C9","BB2C8Y0","",,1275,,,,,,979,1579,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8964","","CS","T",1,,,898,,,Y,4960,Y,Y,,,,"8964.T","","JP3046200006","8964 JT","9JE00ITD7","B020QY3","",,539000,,,,,,458000,658000,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4201","","CS","T",1000,,,319571,,,Y,983,Y,Y,,,,"4201.T","","JP3710000005","4201 JT","654990514","6643540","",,624,,,,,,553,753,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3221","","CS","T",100,,,50564,,,Y,1024,Y,Y,,,,"3221.T","","JP3957600004","3221 JT","9JE0PFDU5","BSZM2R7","",,1756,,,,,,1420,2220,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1739","","CS","T",100,,,1629,,,Y,161,Y,Y,,,,"1739.T","","JP3347010005","1739 JT","9JE008BN6","6201250","",,1681,,,,,,1222,2022,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1476","","CS","T",1,,,1567,,,Y,115500,Y,Y,,,,"1476.T","","JP3048130003","1476 JT","9JE0RJGA6","BZ1FCW4","",,1936,,,,,,1536,2336,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6191","","CS","T",100,,,514857,,,Y,551,Y,Y,,,,"6191.T","","JP3167240005","6191 JT","9JE06EE53","BYQ3G35","",,4980,,,,,,3800,5200,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7826","","CS","T",100,,,4586,,,Y,726,Y,Y,,,,"7826.T","","JP3828850002","7826 JT","9JE01WH30","B1CP139","",,1604,,,,,,1188,1988,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3385","","CS","T",100,,,33993,,,Y,658,Y,Y,,,,"3385.T","","JP3931400000","3385 JT","9JE018GR1","B0H4MV9","",,4530,,,,,,3085,4485,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4409","","CS","T",1000,,,4182,,,Y,213,Y,Y,,,,"4409.T","","JP3599800004","4409 JT","889990891","6895288","",,273,,,,,,186,346,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1399","","CS","T",10,,,264,,,Y,1906,Y,Y,,,,"1399.T","","JP3048170009","1399 JT","9JE0HROH5","BYM5YX1","",,1265,,,,,,960,1560,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4000","","CS","T",1000,,,1000,,,Y,0,Y,Y,,,,"4000.T","","","","9JE0R4XT9","","",,200,,,200,,205.5,200,360,,,,,,"D",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6384","","CS","T",100,,,34329,,,Y,649,Y,Y,,,,"6384.T","","JP3366950008","6384 JT","9JE008SU2","6312464","",,918,,,,,,702,1002,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9313","","CS","T",100,,,10233,,,Y,730,Y,Y,,,,"9313.T","","JP3876800008","9313 JT","573990298","6569646","",,948,,,,,,819,1119,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7961","","CS","T",1000,,,37786,,,Y,414,Y,Y,,,,"7961.T","","JP3217600000","7961 JT","9EQ0S5044","6642882","",,145,,,,,,96,196,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9057","","CS","T",100,,,1340,,,Y,754,Y,Y,,,,"9057.T","","JP3168600009","9057 JT","J13167101","6318592","",,789,,,,,,640,940,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9423","","CS","T",100,,,64529,,,Y,2339,Y,Y,,,,"9423.T","","JP3826700001","9423 JT","9JE01DWE1","B0N9WX0","",,96,,,,,,66,126,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4222","","CS","T",1000,,,32000,,,Y,301,Y,Y,,,,"4222.T","","JP3299000004","4222 JT","499990315","6496089","",,53,,,93,60,,33,93,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6345","","CS","T",100,,,69364,,,Y,7945,Y,Y,,,,"6345.T","","JP3103200006","6345 JT","008990285","6010092","",,795,,,,,,680,980,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3308","","CS","T",1,,,110,,,Y,750,Y,Y,,,,"3308.T","","JP3047800002","3308 JT","9JE06DEX4","BRHVCD1","",,180300,,,,,,143800,223800,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9740","","CS","T",100,,,34807,,,Y,1481,Y,Y,,,,"9740.T","","JP3425400003","9740 JT","155990112","6184782","",,2177,,,,,,1541,2541,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2353","","CS","T",100,,,691121,,,Y,34746,Y,Y,,,,"2353.T","","JP3728000005","2353 JT","9JE009MR3","6583754","",,126,,,,,,72,172,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4616","","CS","T",1000,,,25769,,,Y,100,Y,Y,,,,"4616.T","","JP3221800000","4616 JT","486990369","6484750","",,115,,,,,,64,164,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3193","","CS","T",100,,,126579,,,Y,1158,Y,Y,,,,"3193.T","","JP3635900008","3193 JT","9JE0H4660","BN893P5","",,2235,,,,,,1580,2580,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1401","","CS","T",100,,,3436,,,Y,72,Y,Y,,,,"1401.T","","JP3167660004","1401 JT","9JE00ZWD5","B06WPX7","",,2547,,,,,,1561,2561,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7269","","CS","T",100,,,5684093,,,Y,14164,Y,Y,,,,"7269.T","","JP3397200001","7269 JT","J78529138","6865504","",,2824,,,,,,2383,3383,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6306","","CS","T",1000,,,30929,,,Y,421,Y,Y,,,,"6306.T","","JP3669200002","6306 JT","654990860","6640273","",,305,,,,,,231,391,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5388","","CS","T",100,,,4871,,,Y,1445,Y,Y,,,,"5388.T","","JP3266200009","5388 JT","J3689L105","6498609","",,544,,,,,,439,639,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3515","","CS","T",1000,,,1400,,,Y,50,Y,Y,,,,"3515.T","","JP3812200008","3515 JT","9JE008ML8","6355834","",,469,,,,,,376,536,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2907","","CS","T",100,,,986,,,Y,770,Y,Y,,,,"2907.T","","JP3119400004","2907 JT","9JE008AO5","6012559","",,763,,,,,,608,908,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9680","","CS","T",1000,,,4231,,,Y,81,Y,Y,,,,"9680.T","","JP3249400007","9680 JT","J3792N105","6499130","",,915,,,,,,787,1087,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7913","","CS","T",1000,,,103929,,,Y,862,Y,Y,,,,"7913.T","","JP3626200004","7913 JT","891990210","6897369","",,535,,,,,,475,675,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6274","","CS","T",100,,,84600,,,Y,2004,Y,Y,,,,"6274.T","","JP3371700000","6274 JT","824991699","6804745","",,493,,,,,,366,526,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5987","","CS","T",1000,,,31083,,,Y,166,Y,Y,,,,"5987.T","","JP3173000005","5987 JT","9JE008HW0","6654694","",,113,,,,,,66,166,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3768","","CS","T",100,,,6429,,,Y,402,Y,Y,,,,"3768.T","","JP3974180006","3768 JT","9JE00VZ82","B069Z27","",,620,,,,,,544,744,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1939","","CS","T",1000,,,22357,,,Y,406,Y,Y,,,,"1939.T","","JP3962600007","1939 JT","824990469","6804433","",,397,,,,,,331,491,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9976","","CS","T",1000,,,2000,,,Y,111,Y,Y,,,,"9976.T","","JP3420850004","9976 JT","816990378","6830513","",,543,,,,,,438,638,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6946","","CS","T",1000,,,43643,,,Y,283,Y,Y,,,,"6946.T","","JP3686200001","6946 JT","654992106","6639839","",,169,,,,,,115,215,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1979","","CS","T",100,,,117779,,,Y,3678,Y,Y,,,,"1979.T","","JP3441200007","1979 JT","9EQ1PMKP9","6869959","",,2530,,,,,,1891,2891,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3465","","CS","T",100,,,108679,,,Y,711,Y,Y,,,,"3465.T","","JP3277620005","3465 JT","9JE06DWO4","BYZ0S75","",,2800,,,,,,1827,2827,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7945","","CS","T",100,,,17993,,,Y,992,Y,Y,,,,"7945.T","","JP3305500005","7945 JT","200990133","6211475","",,1780,,,,,,1307,2107,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3159","","CS","T",100,,,20043,,,Y,9255,Y,Y,,,,"3159.T","","JP3346330008","3159 JT","9JE06CYE6","B5VP9T0","",,384,,,,,,288,448,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6039","","CS","T",100,,,26814,,,Y,233,Y,Y,,,,"6039.T","","JP3740000009","6039 JT","9JE0OSZX8","BWBQQZ7","",,1604,,,,,,1300,2100,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5013","","CS","T",100,,,13257,,,Y,1390,Y,Y,,,,"5013.T","","JP3948400001","5013 JT","988990206","6988757","",,1345,,,,,,939,1539,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9059","","CS","T",100,,,1207,,,Y,1165,Y,Y,,,,"9059.T","","JP3229980002","9059 JT","9JE008ED5","6482475","",,756,,,,,,610,910,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4725","","CS","T",100,,,34093,,,Y,2154,Y,Y,,,,"4725.T","","JP3346300001","4725 JT","1279901N9","6164438","",,849,,,,,,660,960,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7740","","CS","T",100,,,141721,,,Y,2595,Y,Y,,,,"7740.T","","JP3471800007","7740 JT","874990104","6871028","",,1550,,,,,,1177,1977,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2782","","CS","T",100,,,52707,,,Y,3792,Y,Y,,,,"2782.T","","JP3423520000","2782 JT","9JE00A3J9","6680718","",,7260,,,,,,5910,7910,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1356","","CS","T",10,,,75726,,,Y,1310,Y,Y,,,,"1356.T","","JP3047770007","1356 JT","9JE0FOUF1","BMVT9F7","",,5430,,,,,,4450,6450,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6803","","CS","T",1000,,,5003286,,,Y,2893,Y,Y,,,,"6803.T","","JP3539200000","6803 JT","878990118","6877769","",,38,,,,,,8,68,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","5857","","CS","T",100,,,111221,,,Y,3625,Y,Y,,,,"5857.T","","JP3116700000","5857 JT","9JE05HTU6","B60DQZ7","",,1548,,,,,,1224,2024,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8904","","CS","T",100,,,7329,,,Y,1488,Y,Y,,,,"8904.T","","JP3337500007","8904 JT","9JE009E43","6532820","",,958,,,,,,804,1104,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3003","","CS","T",100,,,900950,,,Y,37071,Y,Y,,,,"3003.T","","JP3360800001","3003 JT","9EQ27PDP8","6805317","",,1079,,,,,,811,1411,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4575","","CS","T",100,,,25050,,,Y,502,Y,Y,,,,"4575.T","","JP3244570002","4575 JT","9JE062YL2","B3XC0G9","",,801,,,,,,638,938,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1417","","CS","T",100,,,251371,,,Y,8538,Y,Y,,,,"1417.T","","JP3910620008","1417 JT","9JE07DIR2","B64KR62","",,1069,,,,,,750,1350,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6201","","CS","T",100,,,527621,,,Y,8771,Y,Y,,,,"6201.T","","JP3634600005","6201 JT","892990128","6900546","",,4560,,,,,,3830,5230,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3800","","CS","T",100,,,4621,,,Y,850,Y,Y,,,,"3800.T","","JP3799680008","3800 JT","9JE01HZK5","B0YV5W5","",,1610,,,,,,1193,1993,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9602","","CS","T",100,,,307214,,,Y,13404,Y,Y,,,,"9602.T","","JP3598600009","9602 JT","889990362","6895200","",,2961,,,3415,2910,,2411,3415,,,,,,"U",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1363","","CS","T",1,,,49,,,Y,109800,Y,Y,,,,"1363.T","","JP5372040005","1363 JT","9JE06DPU8","BSLSC79","",,22200,,,,,,17270,27270,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6899","","CS","T",1000,,,24000,,,Y,170,Y,Y,,,,"6899.T","","JP3119960007","6899 JT","0462551N5","6050894","",,193,,,,,,141,241,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4109","","CS","T",100,,,119250,,,Y,1230,Y,Y,,,,"4109.T","","JP3399720006","4109 JT","8589902Q6","6175582","",,2792,,,,,,2306,3310,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4914","","CS","T",100,,,11429,,,Y,2015,Y,Y,,,,"4914.T","","JP3454400007","4914 JT","874990245","6870360","",,2595,,,,,,2065,3065,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6701","","CS","T",1000,,,14939857,,,Y,15936,Y,Y,,,,"6701.T","","JP3733000008","6701 JT","9EQ2A3MZ1","6640400","",,251,,,,,,170,330,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3663","","CS","T",100,,,556050,,,Y,677,Y,Y,,,,"3663.T","","JP3100260003","3663 JT","9JE069W39","B71ST60","",,2092,,,,,,1888,2888,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","3341","","CS","T",100,,,86879,,,Y,1602,Y,Y,,,,"3341.T","","JP3729200000","3341 JT","9JE00KS43","B02KKT6","",,4715,,,,,,3455,4855,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7283","","CS","T",100,,,107979,,,Y,6268,Y,Y,,,,"7283.T","","JP3101600009","7283 JT","044990109","6010649","",,885,,,,,,728,1028,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1662","","CS","T",100,,,373479,,,Y,5715,Y,Y,,,,"1662.T","","JP3421100003","1662 JT","9JE00AB92","6711696","",,2384,,,,,,1872,2872,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4221","","CS","T",1000,,,42571,,,Y,620,Y,Y,,,,"4221.T","","JP3178400002","4221 JT","679990176","6657886","",,300,,,,,,207,367,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9446","","CS","T",100,,,1807,,,Y,1085,Y,Y,,,,"9446.T","","JP3162630002","9446 JT","9JE008WL7","6338103","",,402,,,,,,322,482,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8360","","CS","T",1000,,,118143,,,Y,1749,Y,Y,,,,"8360.T","","JP3942000005","8360 JT","984990259","6985361","",,384,,,,,,299,459,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9037","","CS","T",100,,,25029,,,Y,1901,Y,Y,,,,"9037.T","","JP3771150004","9037 JT","4069901T8","6051444","",,2046,,,,,,1624,2624,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2342","","CS","T",100,,,180836,,,Y,1432,Y,Y,,,,"2342.T","","JP3635720000","2342 JT","9JE009H99","6563035","",,704,,,,,,597,897,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1944","","CS","T",100,,,561614,,,Y,21814,Y,Y,,,,"1944.T","","JP3263000006","1944 JT","496990102","6492924","",,1226,,,,,,978,1578,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1460","","CS","T",1,,,1,,,Y,770,Y,Y,,,,"1460.T","","JP3048190007","1460 JT","9JE0YVLD9","BYQ3FY9","",,14780,,,,,,11820,17820,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","4840","","CS","T",100,,,4300,,,Y,1080,Y,Y,,,,"4840.T","","JP3639450000","4840 JT","9JE008WS2","6341316","",,298,,,,,,217,377,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1518","","CS","T",1000,,,497357,,,Y,1386,Y,Y,,,,"1518.T","","JP3894000003","1518 JT","606990471","6572644","",,101,,,,,,35,95,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2695","","CS","T",100,,,89550,,,Y,2070,Y,Y,,,,"2695.T","","JP3268200007","2695 JT","9JE008X36","6345965","",,5290,,,,,,4195,5600,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2035","","CS","T",1,,,963,,,Y,950,Y,Y,,,,"2035.T","","JP5528230005","2035 JT","9JE0E4BZ3","B9752W6","",,29300,,,,,,23400,37400,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","8944","","CS","T",100,,,13679,,,Y,2678,Y,Y,,,,"8944.T","","JP3968850002","8944 JT","9JE015SK9","B0CDG53","",,260,,,,,,181,341,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6325","","CS","T",100,,,5979,,,Y,1400,Y,Y,,,,"6325.T","","JP3453200002","6325 JT","9EQ26K8D3","6870304","",,500,,,,,,428,628,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6121","","CS","T",1000,,,104214,,,Y,657,Y,Y,,,,"6121.T","","JP3461800009","6121 JT","9EQ29FVV5","6870467","",,129,,,,,,78,178,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7244","","CS","T",1000,,,316000,,,Y,960,Y,Y,,,,"7244.T","","JP3141600001","7244 JT","451990121","6456447","",,296,,,,,,188,348,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","2045","","CS","T",1,,,118,,,Y,5000,Y,Y,,,,"2045.T","","JP5528330003","2045 JT","9JE0FRGW3","BSKPSD9","",,8890,,,,,,7590,10590,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7703","","CS","T",100,,,22521,,,Y,2294,Y,Y,,,,"7703.T","","JP3225800006","7703 JT","486990393","6484857","",,673,,,,,,581,781,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6413","","CS","T",100,,,61493,,,Y,4740,Y,Y,,,,"6413.T","","JP3974400008","6413 JT","9EQ0TKVJ3","6740849","",,1689,,,,,,1154,1954,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9758","","CS","T",100,,,25536,,,Y,2605,Y,Y,,,,"9758.T","","JP3389600002","9758 JT","471990507","6471785","",,470,,,,,,404,564,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6867","","CS","T",1000,,,1333,,,Y,41,Y,Y,,,,"6867.T","","JP3969350002","6867 JT","9JE008E03","6508865","",,271,,,,,,197,357,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","7850","","CS","T",1000,,,5286,,,Y,30,Y,Y,,,,"7850.T","","JP3432000002","7850 JT","9JE008Z83","6367572","",,794,,,,,,704,1004,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","6312","","CS","T",100,,,24886,,,Y,1840,Y,Y,,,,"6312.T","","JP3829400005","6312 JT","9JE008J81","6352330","",,1207,,,,,,951,1551,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","1928","","CS","T",100,,,2353386,,,Y,21119,Y,Y,,,,"1928.T","","JP3420600003","1928 JT","816078109","6793906","",,1894,,,,,,1556,2356,,,,,,"N",,,,,,,2,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"T","9769","","CS","T",100,,,18300,,,Y,1070,Y,Y,,,,"9769.T","","JP3235400003","9769 JT","363990151","6359773","",,1170,,,,,,885,1485,,,,,,"N",,,,,,,0,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
